"verbo","rota","arquivo","linha","guards","permissoes","recurso","estado"
"GET","/v1/admin/whatsapp/manual/configuracoes","apps/api/src/admin/whatsapp-manual.controller.ts","48","StaffGuard;PermissaoGuard","'marketing.send'","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/admin/whatsapp/manual/automacoes/:id/estado","apps/api/src/admin/whatsapp-manual.controller.ts","51","StaffGuard;PermissaoGuard","'marketing.send'","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/admin/whatsapp/manual/textos","apps/api/src/admin/whatsapp-manual.controller.ts","57","StaffGuard;PermissaoGuard","'marketing.send'","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/admin/whatsapp/manual/campanhas","apps/api/src/admin/whatsapp-manual.controller.ts","62","StaffGuard;PermissaoGuard","'marketing.send'","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/admin/whatsapp/manual/automacoes","apps/api/src/admin/whatsapp-manual.controller.ts","74","StaffGuard;PermissaoGuard","'marketing.send'","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/admin/whatsapp/manual/:id/abrir","apps/api/src/admin/whatsapp-manual.controller.ts","80","StaffGuard;PermissaoGuard","'marketing.send';'customers.view'","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/admin/whatsapp/manual/:id/concluir","apps/api/src/admin/whatsapp-manual.controller.ts","85","StaffGuard;PermissaoGuard","'marketing.send';'customers.view'","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/admin/whatsapp/cadastro","apps/api/src/admin/whatsapp.controller.ts","150","StaffGuard;PermissaoGuard","'whatsapp.manage'","","Inventariado; correlacionar com evidências, não implica rota testada"
"PUT","/v1/admin/whatsapp/cadastro","apps/api/src/admin/whatsapp.controller.ts","157","StaffGuard;PermissaoGuard","'whatsapp.manage'","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/admin/whatsapp/signup","apps/api/src/admin/whatsapp.controller.ts","195","StaffGuard;PermissaoGuard","'whatsapp.manage'","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/admin/whatsapp/conectar","apps/api/src/admin/whatsapp.controller.ts","226","StaffGuard;PermissaoGuard","'whatsapp.manage'","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/admin/whatsapp/mensagem","apps/api/src/admin/whatsapp.controller.ts","274","StaffGuard;PermissaoGuard","'marketing.send'","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/admin/whatsapp/conciliar","apps/api/src/admin/whatsapp.controller.ts","348","StaffGuard;PermissaoGuard","'whatsapp.manage'","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/admin/whatsapp/templates","apps/api/src/admin/whatsapp.controller.ts","359","StaffGuard;PermissaoGuard","'whatsapp.manage'","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/admin/whatsapp/templates","apps/api/src/admin/whatsapp.controller.ts","366","StaffGuard;PermissaoGuard","'whatsapp.manage'","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/b/:slug/auth/otp","apps/api/src/auth/auth.controller.ts","61","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/b/:slug/auth/verify","apps/api/src/auth/auth.controller.ts","82","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/b/:slug/auth/logout","apps/api/src/auth/auth.controller.ts","120","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/b/:slug/auth/consentimento","apps/api/src/auth/auth.controller.ts","158","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"PUT","/v1/b/:slug/auth/consentimento","apps/api/src/auth/auth.controller.ts","172","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/b/:slug/auth/pedido-de-dados","apps/api/src/auth/auth.controller.ts","223","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/b/:slug/auth/whatsapp-cadastro/consultar","apps/api/src/auth/consentimento-cadastro.controller.ts","14","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/b/:slug/auth/whatsapp-cadastro/confirmar","apps/api/src/auth/consentimento-cadastro.controller.ts","19","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/b/:slug/agente","apps/api/src/booking/agente.controller.ts","58","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/b/:slug/agente/meu","apps/api/src/booking/agente.controller.ts","254","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/b/:slug/appointments","apps/api/src/booking/appointments.controller.ts","92","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/b/:slug/appointments/:id","apps/api/src/booking/appointments.controller.ts","182","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/b/:slug/appointments","apps/api/src/booking/appointments.controller.ts","254","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/b/:slug/appointments/:id/cancel","apps/api/src/booking/appointments.controller.ts","263","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/b/:slug/appointments/:id/availability","apps/api/src/booking/appointments.controller.ts","295","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/b/:slug/appointments/:id/reschedule","apps/api/src/booking/appointments.controller.ts","351","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/b/:slug/plano","apps/api/src/booking/assinatura.controller.ts","48","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/b/:slug/plano/cancelar","apps/api/src/booking/assinatura.controller.ts","57","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/b/:slug/plano/manter","apps/api/src/booking/assinatura.controller.ts","89","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/b/:slug/reviews/pendentes","apps/api/src/booking/avaliacao.controller.ts","30","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/b/:slug/reviews","apps/api/src/booking/avaliacao.controller.ts","38","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/b/:slug","apps/api/src/booking/booking.controller.ts","29","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/b/:slug/avaliacoes","apps/api/src/booking/booking.controller.ts","50","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/b/:slug/b/:barbeiro","apps/api/src/booking/booking.controller.ts","70","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/b/:slug/availability","apps/api/src/booking/booking.controller.ts","95","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/b/:slug/waitlist","apps/api/src/booking/espera.controller.ts","113","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/b/:slug/waitlist","apps/api/src/booking/espera.controller.ts","248","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/b/:slug/waitlist/:id/accept","apps/api/src/booking/espera.controller.ts","269","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"DELETE","/v1/b/:slug/waitlist/:id","apps/api/src/booking/espera.controller.ts","287","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/b/:slug/loyalty","apps/api/src/booking/fidelidade.controller.ts","26","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/b/:slug/queue/:token","apps/api/src/booking/fila-publica.controller.ts","25","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/fiscal/documento","apps/api/src/booking/fiscal-documento.controller.ts","13","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/b/:slug/offer/:token","apps/api/src/booking/oferta.controller.ts","105","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/b/:slug/offer/:token/accept","apps/api/src/booking/oferta.controller.ts","115","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/b/:slug/packages","apps/api/src/booking/pacote.controller.ts","25","CustomerGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/b/:slug/feedback","apps/api/src/booking/recado.controller.ts","47","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/marketplace/cidades","apps/api/src/booking/vitrine.controller.ts","52","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/marketplace/busca","apps/api/src/booking/vitrine.controller.ts","57","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/health","apps/api/src/common/health.controller.ts","89","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/health/pronto","apps/api/src/common/health.controller.ts","94","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/media/:tenantId/:arquivo","apps/api/src/media/media.controller.ts","19","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/plataforma/login","apps/api/src/plataforma/plataforma.controller.ts","211","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/plataforma/logout","apps/api/src/plataforma/plataforma.controller.ts","256","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/plataforma/planos","apps/api/src/plataforma/plataforma.controller.ts","265","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/plataforma/barbearias","apps/api/src/plataforma/plataforma.controller.ts","270","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"PUT","/v1/plataforma/barbearias/:tenantId/plano","apps/api/src/plataforma/plataforma.controller.ts","294","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/plataforma/assinaturas","apps/api/src/plataforma/plataforma.controller.ts","311","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/plataforma/barbearias/:tenantId/assinatura","apps/api/src/plataforma/plataforma.controller.ts","317","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/plataforma/barbearias/:tenantId/cancelamento","apps/api/src/plataforma/plataforma.controller.ts","326","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"DELETE","/v1/plataforma/barbearias/:tenantId/cancelamento","apps/api/src/plataforma/plataforma.controller.ts","341","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/plataforma/faturas","apps/api/src/plataforma/plataforma.controller.ts","358","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/plataforma/barbearias/:tenantId/faturas","apps/api/src/plataforma/plataforma.controller.ts","364","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/plataforma/faturas/:faturaId/pagamento","apps/api/src/plataforma/plataforma.controller.ts","378","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"DELETE","/v1/plataforma/faturas/:faturaId","apps/api/src/plataforma/plataforma.controller.ts","397","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/plataforma/barbearias/:tenantId/cobranca","apps/api/src/plataforma/plataforma.controller.ts","423","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/plataforma/franquias","apps/api/src/plataforma/plataforma.controller.ts","454","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/plataforma/franquias/:franquiaId/casas","apps/api/src/plataforma/plataforma.controller.ts","459","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/plataforma/franquias","apps/api/src/plataforma/plataforma.controller.ts","471","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/plataforma/franquias/:franquiaId/casas","apps/api/src/plataforma/plataforma.controller.ts","495","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"DELETE","/v1/plataforma/franquias/casas/:tenantId","apps/api/src/plataforma/plataforma.controller.ts","510","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/plataforma/destaques","apps/api/src/plataforma/plataforma.controller.ts","531","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/plataforma/barbearias/:tenantId/destaques","apps/api/src/plataforma/plataforma.controller.ts","542","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/plataforma/destaques/:anuncioId/cancelamento","apps/api/src/plataforma/plataforma.controller.ts","568","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/plataforma/contestacoes","apps/api/src/plataforma/plataforma.controller.ts","591","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/plataforma/contestacoes/:atribuicaoId/reversao","apps/api/src/plataforma/plataforma.controller.ts","596","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"PUT","/v1/plataforma/barbearias/:tenantId/marketplace","apps/api/src/plataforma/plataforma.controller.ts","619","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"PUT","/v1/plataforma/barbearias/:tenantId/cobranca","apps/api/src/plataforma/plataforma.controller.ts","634","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/plataforma/barbearias/:tenantId/estorno","apps/api/src/plataforma/plataforma.controller.ts","658","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/plataforma/barbearias/:tenantId/bloqueio","apps/api/src/plataforma/plataforma.controller.ts","691","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"DELETE","/v1/plataforma/barbearias/:tenantId/bloqueio","apps/api/src/plataforma/plataforma.controller.ts","709","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/plataforma/metricas","apps/api/src/plataforma/plataforma.controller.ts","724","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/plataforma/linha-do-tempo","apps/api/src/plataforma/plataforma.controller.ts","737","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/plataforma/saude","apps/api/src/plataforma/plataforma.controller.ts","742","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/plataforma/mfa","apps/api/src/plataforma/plataforma.controller.ts","750","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/plataforma/mfa","apps/api/src/plataforma/plataforma.controller.ts","758","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/plataforma/mfa/confirmar","apps/api/src/plataforma/plataforma.controller.ts","780","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/plataforma/mfa/provar","apps/api/src/plataforma/plataforma.controller.ts","793","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/plataforma/recursos","apps/api/src/plataforma/plataforma.controller.ts","812","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/plataforma/barbearias/:tenantId/recursos","apps/api/src/plataforma/plataforma.controller.ts","817","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"PUT","/v1/plataforma/barbearias/:tenantId/recursos","apps/api/src/plataforma/plataforma.controller.ts","824","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/plataforma/suporte","apps/api/src/plataforma/plataforma.controller.ts","841","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/plataforma/barbearias/:tenantId/suporte","apps/api/src/plataforma/plataforma.controller.ts","853","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"DELETE","/v1/plataforma/barbearias/:tenantId/suporte","apps/api/src/plataforma/plataforma.controller.ts","880","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/plataforma/trilha","apps/api/src/plataforma/plataforma.controller.ts","898","PlataformaGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/webhooks/stripe","apps/api/src/plataforma/stripe-webhook.controller.ts","106","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/webhooks/psp","apps/api/src/plataforma/webhook.controller.ts","69","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/webhooks/whatsapp","apps/api/src/plataforma/whatsapp-webhook.controller.ts","148","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/webhooks/whatsapp","apps/api/src/plataforma/whatsapp-webhook.controller.ts","161","","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/publica/barbearia","apps/api/src/publica/publica.controller.ts","53","ChaveGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/publica/servicos","apps/api/src/publica/publica.controller.ts","72","ChaveGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"GET","/v1/publica/disponibilidade","apps/api/src/publica/publica.controller.ts","97","ChaveGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
"POST","/v1/publica/agendamentos","apps/api/src/publica/publica.controller.ts","132","ChaveGuard","","","Inventariado; correlacionar com evidências, não implica rota testada"
