verbo,rota,arquivo,linha,controller,guards,permissoes,recurso,cenario_executado,status_http,evidencia,regra_negocio_por_rota,id_achado
POST,/v1/admin/franquia/adocao,apps/api/src/admin/franquia.controller.ts,133,FranquiaController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/imports,apps/api/src/admin/importacao.controller.ts,84,ImportacaoController,StaffGuard;PermissaoGuard,'customers.edit','importacao',Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/imports/:id,apps/api/src/admin/importacao.controller.ts,92,ImportacaoController,StaffGuard;PermissaoGuard,'customers.edit','importacao',Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/imports,apps/api/src/admin/importacao.controller.ts,113,ImportacaoController,StaffGuard;PermissaoGuard,'customers.edit','importacao',Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/imports/:id/conflicts,apps/api/src/admin/importacao.controller.ts,138,ImportacaoController,StaffGuard;PermissaoGuard,'customers.edit','importacao',Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/imports/:id/apply,apps/api/src/admin/importacao.controller.ts,164,ImportacaoController,StaffGuard;PermissaoGuard,'customers.edit','importacao',Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/imports/:id/revert,apps/api/src/admin/importacao.controller.ts,186,ImportacaoController,StaffGuard;PermissaoGuard,'customers.edit','importacao',Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/slugs,apps/api/src/admin/importacao.controller.ts,208,ImportacaoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/slugs,apps/api/src/admin/importacao.controller.ts,214,ImportacaoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/insights,apps/api/src/admin/insight.controller.ts,69,InsightController,StaffGuard;PermissaoGuard,'appointments.view_all_professionals';'customers.view';'customers.view_notes';'finance.view';'inventory.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/customers/:id/consentimentos,apps/api/src/admin/lgpd.controller.ts,77,LgpdController,StaffGuard;PermissaoGuard,'customers.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/customers/:id/consentimentos,apps/api/src/admin/lgpd.controller.ts,111,LgpdController,StaffGuard;PermissaoGuard,'customers.edit',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/customers/:id/dados,apps/api/src/admin/lgpd.controller.ts,197,LgpdController,StaffGuard;PermissaoGuard,'customers.export';'finance.view';'customers.view_notes';'feedback.view';'customers.view_photos',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/customers/lgpd/retencao,apps/api/src/admin/lgpd.controller.ts,241,LgpdController,StaffGuard;PermissaoGuard,'settings.manage';'customers.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/customers/lgpd/pedidos,apps/api/src/admin/lgpd.controller.ts,258,LgpdController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/customers/:id/lgpd/pedidos,apps/api/src/admin/lgpd.controller.ts,276,LgpdController,StaffGuard;PermissaoGuard,'customers.edit',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/customers/lgpd/pedidos/:pedidoId,apps/api/src/admin/lgpd.controller.ts,295,LgpdController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/customers/:id/anonimizar,apps/api/src/admin/lgpd.controller.ts,337,LgpdController,StaffGuard;PermissaoGuard,'customers.anonymize',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/metricas,apps/api/src/admin/metrica.controller.ts,82,MetricaController,StaffGuard;PermissaoGuard,'appointments.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/metricas/conversar,apps/api/src/admin/metrica.controller.ts,122,MetricaController,StaffGuard;PermissaoGuard,'appointments.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/metricas/perguntar,apps/api/src/admin/metrica.controller.ts,153,MetricaController,StaffGuard;PermissaoGuard,'appointments.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/mfa,apps/api/src/admin/mfa.controller.ts,57,MfaController,StaffGuard;PermissaoGuard,,,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/mfa/setup,apps/api/src/admin/mfa.controller.ts,94,MfaController,StaffGuard;PermissaoGuard,,,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/mfa/confirm,apps/api/src/admin/mfa.controller.ts,108,MfaController,StaffGuard;PermissaoGuard,,,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/mfa/verify,apps/api/src/admin/mfa.controller.ts,128,MfaController,StaffGuard;PermissaoGuard,,,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/mfa/policy,apps/api/src/admin/mfa.controller.ts,172,MfaController,StaffGuard;PermissaoGuard,'team.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/mfa/disable,apps/api/src/admin/mfa.controller.ts,217,MfaController,StaffGuard;PermissaoGuard,,,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/unidades,apps/api/src/admin/multiunidade.controller.ts,101,MultiunidadeController,StaffGuard;PermissaoGuard,,,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/unidades/escolher,apps/api/src/admin/multiunidade.controller.ts,107,MultiunidadeController,StaffGuard;PermissaoGuard,,,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/unidades/cadastro,apps/api/src/admin/multiunidade.controller.ts,134,MultiunidadeController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/unidades/cadastro,apps/api/src/admin/multiunidade.controller.ts,140,MultiunidadeController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/unidades/cadastro/:id,apps/api/src/admin/multiunidade.controller.ts,162,MultiunidadeController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/unidades/equipe,apps/api/src/admin/multiunidade.controller.ts,188,MultiunidadeController,StaffGuard;PermissaoGuard,'team.manage';'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/unidades/equipe/:id,apps/api/src/admin/multiunidade.controller.ts,208,MultiunidadeController,StaffGuard;PermissaoGuard,'team.manage';'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/estoque/transferencias,apps/api/src/admin/multiunidade.controller.ts,230,MultiunidadeController,StaffGuard;PermissaoGuard,'inventory.adjust',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/estoque/transferencias,apps/api/src/admin/multiunidade.controller.ts,257,MultiunidadeController,StaffGuard;PermissaoGuard,'inventory.adjust',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/pacotes/catalogo,apps/api/src/admin/pacote.controller.ts,61,PacoteController,StaffGuard;PermissaoGuard,'appointments.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/pacotes/catalogo,apps/api/src/admin/pacote.controller.ts,67,PacoteController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/pacotes/catalogo/:id,apps/api/src/admin/pacote.controller.ts,92,PacoteController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/pacotes/clientes/:id,apps/api/src/admin/pacote.controller.ts,119,PacoteController,StaffGuard;PermissaoGuard,'customers.view';'finance.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/pacotes/clientes/pacotes/:id/reembolsar,apps/api/src/admin/pacote.controller.ts,135,PacoteController,StaffGuard;PermissaoGuard,'finance.package_refund',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/pacotes/receita,apps/api/src/admin/pacote.controller.ts,167,PacoteController,StaffGuard;PermissaoGuard,'finance.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/dashboard,apps/api/src/admin/painel.controller.ts,92,PainelController,StaffGuard;PermissaoGuard,'reports.operational',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/dashboard/revenue,apps/api/src/admin/painel.controller.ts,107,PainelController,StaffGuard;PermissaoGuard,'finance.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/catalog/diagnosis,apps/api/src/admin/painel.controller.ts,121,PainelController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/audit,apps/api/src/admin/painel.controller.ts,129,PainelController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/audit/finance,apps/api/src/admin/painel.controller.ts,144,PainelController,StaffGuard;PermissaoGuard,'finance.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/plano,apps/api/src/admin/plano.controller.ts,67,PlanoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/plano/opcoes,apps/api/src/admin/plano.controller.ts,130,PlanoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/plano/marketplace,apps/api/src/admin/plano.controller.ts,166,PlanoController,StaffGuard;PermissaoGuard,'settings.manage';'customers.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/plano/marketplace/:id/contestar,apps/api/src/admin/plano.controller.ts,199,PlanoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/plano/faturas,apps/api/src/admin/plano.controller.ts,223,PlanoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/plano,apps/api/src/admin/plano.controller.ts,250,PlanoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/precificacao,apps/api/src/admin/precificacao.controller.ts,44,PrecificacaoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/precificacao/ligado,apps/api/src/admin/precificacao.controller.ts,59,PrecificacaoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/precificacao/faixas,apps/api/src/admin/precificacao.controller.ts,70,PrecificacaoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
DELETE,/v1/admin/precificacao/faixas/:id,apps/api/src/admin/precificacao.controller.ts,101,PrecificacaoController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/precificacao/recomendacoes,apps/api/src/admin/precificacao.controller.ts,130,PrecificacaoController,StaffGuard;PermissaoGuard,'settings.manage';'finance.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/pro/me,apps/api/src/admin/pro.controller.ts,59,ProController,StaffGuard;PermissaoGuard,'commission.view_own',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/pro/goals,apps/api/src/admin/pro.controller.ts,109,ProController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/pro/goals,apps/api/src/admin/pro.controller.ts,120,ProController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/recados,apps/api/src/admin/recado.controller.ts,57,RecadoController,StaffGuard;PermissaoGuard,'feedback.view';'customers.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/recados/:id/assumir,apps/api/src/admin/recado.controller.ts,84,RecadoController,StaffGuard;PermissaoGuard,'feedback.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/recados/:id/devolver,apps/api/src/admin/recado.controller.ts,106,RecadoController,StaffGuard;PermissaoGuard,'feedback.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/recados/:id/responder,apps/api/src/admin/recado.controller.ts,127,RecadoController,StaffGuard;PermissaoGuard,'feedback.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/recados/:id/encerrar,apps/api/src/admin/recado.controller.ts,148,RecadoController,StaffGuard;PermissaoGuard,'feedback.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/recepcao/lacunas,apps/api/src/admin/recepcao.controller.ts,32,RecepcaoController,StaffGuard;PermissaoGuard,'feedback.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/recepcao/lacunas/:id/resolver,apps/api/src/admin/recepcao.controller.ts,50,RecepcaoController,StaffGuard;PermissaoGuard,'feedback.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/rede/consolidado,apps/api/src/admin/rede.controller.ts,57,RedeController,StaffGuard;PermissaoGuard,'finance.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/rede/meu-lugar,apps/api/src/admin/rede.controller.ts,70,RedeController,StaffGuard;PermissaoGuard,'finance.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/rede/metas,apps/api/src/admin/rede.controller.ts,83,RedeController,StaffGuard;PermissaoGuard,'finance.view',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/rede/metas,apps/api/src/admin/rede.controller.ts,97,RedeController,StaffGuard;PermissaoGuard,'finance.view';'franchise.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/segments,apps/api/src/admin/segmento.controller.ts,24,SegmentoController,StaffGuard;PermissaoGuard,'customers.view';'customers.view_notes',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/sessoes,apps/api/src/admin/sessoes.controller.ts,38,SessoesController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
DELETE,/v1/admin/sessoes/:id,apps/api/src/admin/sessoes.controller.ts,72,SessoesController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
DELETE,/v1/admin/sessoes/suporte/tudo,apps/api/src/admin/sessoes.controller.ts,99,SessoesController,StaffGuard;PermissaoGuard,'settings.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/appointments/:id/deposit,apps/api/src/admin/sinal.controller.ts,69,SinalController,StaffGuard;PermissaoGuard,'finance.deposit',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
POST,/v1/admin/appointments/:id/deposit,apps/api/src/admin/sinal.controller.ts,83,SinalController,StaffGuard;PermissaoGuard,'finance.deposit',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
DELETE,/v1/admin/appointments/:id/deposit,apps/api/src/admin/sinal.controller.ts,107,SinalController,StaffGuard;PermissaoGuard,'finance.deposit',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/customers/:id/reliability,apps/api/src/admin/sinal.controller.ts,131,SinalController,StaffGuard;PermissaoGuard,'finance.deposit',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/customers/:id/reliability,apps/api/src/admin/sinal.controller.ts,141,SinalController,StaffGuard;PermissaoGuard,'customers.reliability_override',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/split,apps/api/src/admin/split.controller.ts,87,SplitController,StaffGuard;PermissaoGuard,'commission.view_all',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/split/meus,apps/api/src/admin/split.controller.ts,111,SplitController,StaffGuard;PermissaoGuard,'commission.view_own',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/split/venda/:id,apps/api/src/admin/split.controller.ts,130,SplitController,StaffGuard;PermissaoGuard,'commission.view_all',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/split/recebedores,apps/api/src/admin/split.controller.ts,150,SplitController,StaffGuard;PermissaoGuard,'commission.view_all',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/split/recebedores/:id,apps/api/src/admin/split.controller.ts,164,SplitController,StaffGuard;PermissaoGuard,'finance.split_manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/split/configuracao,apps/api/src/admin/split.controller.ts,197,SplitController,StaffGuard;PermissaoGuard,'finance.split_manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
GET,/v1/admin/team,apps/api/src/admin/team.controller.ts,89,TeamController,StaffGuard;PermissaoGuard,'team.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
PUT,/v1/admin/team/permissoes/:papel,apps/api/src/admin/team.controller.ts,112,TeamController,StaffGuard;PermissaoGuard,'team.manage',,Sem credencial,401,EVIDENCIAS_PRE_GO_LIVE/rotas-anonimas.csv,Não inferir cobertura de fluxo a partir desta sonda; suites de domínio/API reportadas separadamente,
